,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,hp,name,sp_attack,sp_defense,speed,type1,type2,is_legendary
190,"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,70,180,235,Seed Pokémon,30,1059860,30,Sunkern,30,30,30,grass,,0
191,"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,70,425,120,Sun Pokémon,55,1059860,75,Sunflora,105,85,30,grass,,0
192,"['Speed Boost', 'Compoundeyes', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65,70,390,75,Clear Wing Pokémon,45,1000000,65,Yanma,75,45,95,bug,flying,0
193,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45,70,210,255,Water Fish Pokémon,45,1000000,55,Wooper,25,25,15,water,ground,0
194,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,70,430,90,Water Fish Pokémon,85,1000000,95,Quagsire,65,65,35,water,ground,0
195,"['Synchronize', 'Magic Bounce']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,70,525,45,Sun Pokémon,60,1000000,65,Espeon,130,95,110,psychic,,0
196,"['Synchronize', 'Inner Focus']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,35,525,45,Moonlight Pokémon,110,1000000,95,Umbreon,60,130,65,dark,,0
197,"['Insomnia', 'Super Luck', 'Prankster']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85,35,405,30,Darkness Pokémon,42,1059860,60,Murkrow,85,42,91,dark,flying,0
198,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,70,490,70,Royal Pokémon,80,1000000,95,Slowking,100,110,30,water,psychic,0
199,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,35,435,45,Screech Pokémon,60,800000,60,Misdreavus,85,85,85,ghost,,0
200,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72,70,336,225,Symbol Pokémon,48,1000000,48,Unown,72,48,48,psychic,,0
201,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33,70,405,45,Patient Pokémon,58,1000000,190,Wobbuffet,33,58,33,psychic,,0
202,"['Inner Focus', 'Early Bird', 'Sap Sipper']",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,70,455,60,Long Neck Pokémon,65,1000000,70,Girafarig,90,65,85,normal,psychic,0
203,"['Sturdy', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65,70,290,190,Bagworm Pokémon,90,1000000,50,Pineco,35,35,15,bug,,0
204,"['Sturdy', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90,70,465,75,Bagworm Pokémon,140,1000000,75,Forretress,60,60,40,bug,steel,0
205,"['Serene Grace', 'Run Away', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,70,415,190,Land Snake Pokémon,70,1000000,100,Dunsparce,65,65,45,normal,,0
206,"['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75,70,430,60,Flyscorpion Pokémon,105,1059860,65,Gligar,35,65,85,ground,flying,0
207,"['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125,70,610,25,Iron Snake Pokémon,230,1000000,75,Steelix,55,95,30,steel,ground,0
208,"['Intimidate', 'Run Away', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,70,300,190,Fairy Pokémon,50,800000,60,Snubbull,40,40,30,fairy,,0
209,"['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120,70,450,75,Fairy Pokémon,75,800000,90,Granbull,60,60,45,fairy,,0
210,"['Poison Point', 'Swift Swim', 'Intimidate']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95,70,440,45,Balloon Pokémon,85,1000000,65,Qwilfish,55,55,85,water,poison,0
211,"['Swarm', 'Technician', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150,70,600,25,Pincer Pokémon,140,1000000,70,Scizor,65,100,75,bug,steel,0
212,"['Sturdy', 'Gluttony', 'Contrary']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10,70,505,190,Mold Pokémon,230,1059860,20,Shuckle,10,230,5,bug,rock,0
213,"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185,70,600,45,Singlehorn Pokémon,115,1250000,80,Heracross,40,105,75,bug,fighting,0
214,"['Inner Focus', 'Keen Eye', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95,35,430,60,Sharp Claw Pokémon,55,1059860,55,Sneasel,35,75,115,dark,ice,0
215,"['Pickup', 'Quick Feet', 'Honey Gather']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,330,120,Little Bear Pokémon,50,1000000,60,Teddiursa,50,50,40,normal,,0
216,"['Guts', 'Quick Feet', 'Unnerve']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,70,500,60,Hibernator Pokémon,75,1000000,90,Ursaring,75,75,55,normal,,0
217,"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40,70,250,190,Lava Pokémon,40,1000000,40,Slugma,70,40,20,fire,,0
218,"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50,70,430,75,Lava Pokémon,120,1000000,60,Magcargo,90,80,30,fire,rock,0
219,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50,70,250,225,Pig Pokémon,40,1250000,50,Swinub,30,30,50,ice,ground,0
220,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100,70,450,75,Swine Pokémon,80,1250000,100,Piloswine,60,60,50,ice,ground,0
221,"['Hustle', 'Natural Cure', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55,70,410,60,Coral Pokémon,95,800000,65,Corsola,65,95,35,water,rock,0
222,"['Hustle', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,70,300,190,Jet Pokémon,35,1000000,35,Remoraid,65,35,65,water,,0
223,"['Suction Cups', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,70,480,75,Jet Pokémon,75,1000000,75,Octillery,105,75,45,water,,0
224,"['Vital Spirit', 'Hustle', 'Insomnia']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55,70,330,45,Delivery Pokémon,45,800000,45,Delibird,65,45,75,ice,flying,0
225,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40,70,485,25,Kite Pokémon,70,1250000,85,Mantine,80,140,70,water,flying,0
226,"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,70,465,25,Armor Bird Pokémon,140,1250000,65,Skarmory,40,70,70,steel,flying,0
227,"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60,35,330,120,Dark Pokémon,30,1250000,45,Houndour,80,50,65,dark,fire,0
228,"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90,35,600,45,Dark Pokémon,90,1250000,75,Houndoom,140,90,115,dark,fire,0
229,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,70,540,45,Dragon Pokémon,95,1000000,75,Kingdra,95,95,85,water,dragon,0
230,"['Pickup', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60,70,330,120,Long Nose Pokémon,60,1000000,90,Phanpy,40,40,40,ground,,0
231,"['Sturdy', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120,70,500,60,Armor Pokémon,120,1000000,90,Donphan,60,60,50,ground,,0
232,"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,515,45,Virtual Pokémon,90,1000000,85,Porygon2,105,95,60,normal,,0
233,"['Intimidate', 'Frisk', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,70,465,45,Big Horn Pokémon,62,1250000,73,Stantler,85,65,85,normal,,0
234,"['Own Tempo', 'Technician', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,70,250,45,Painter Pokémon,35,800000,55,Smeargle,20,45,75,normal,,0
235,"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35,70,210,75,Scuffle Pokémon,35,1000000,35,Tyrogue,35,35,35,fighting,,0
236,"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95,70,455,45,Handstand Pokémon,95,1000000,50,Hitmontop,35,110,70,fighting,,0
237,"['Oblivious', 'Forewarn', 'Hydration']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,70,305,45,Kiss Pokémon,15,1000000,45,Smoochum,85,65,65,ice,psychic,0
238,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,70,360,45,Electric Pokémon,37,1000000,45,Elekid,65,55,95,electric,,0
239,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,70,365,45,Live Coal Pokémon,37,1000000,45,Magby,70,55,83,fire,,0
240,"['Thick Fat', 'Scrappy', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,490,45,Milk Cow Pokémon,105,1250000,95,Miltank,40,70,100,normal,,0
241,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,140,540,30,Happiness Pokémon,10,800000,255,Blissey,75,135,55,normal,,0
242,"['Pressure', 'Inner Focus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,35,580,3,Thunder Pokémon,75,1250000,90,Raikou,115,100,115,electric,,1
243,"['Pressure', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,35,580,3,Volcano Pokémon,85,1250000,115,Entei,90,75,100,fire,,1
244,"['Pressure', 'Inner Focus']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,35,580,3,Aurora Pokémon,115,1250000,100,Suicune,90,115,85,water,,1
245,"['Guts', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,35,300,45,Rock Skin Pokémon,50,1250000,50,Larvitar,45,50,41,rock,ground,0
246,['Shed Skin'],1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,35,410,45,Hard Shell Pokémon,70,1250000,70,Pupitar,65,70,51,rock,ground,0
247,"['Sand Stream', 'Unnerve']",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,35,700,45,Armor Pokémon,150,1250000,100,Tyranitar,95,120,71,rock,dark,0
248,"['Pressure', 'Multiscale']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,0,680,3,Diving Pokémon,130,1250000,106,Lugia,90,154,110,psychic,flying,1
249,"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,0,680,3,Rainbow Pokémon,90,1250000,106,Ho-Oh,110,154,90,fire,flying,1
250,['Natural Cure'],4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,100,600,45,Time Travel Pokémon,100,1059860,100,Celebi,100,100,100,psychic,grass,1
251,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,70,310,45,Wood Gecko Pokémon,35,1059860,40,Treecko,65,55,70,grass,,0
252,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,70,405,45,Wood Gecko Pokémon,45,1059860,50,Grovyle,85,65,95,grass,,0
253,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,70,630,45,Forest Pokémon,75,1059860,70,Sceptile,145,85,145,grass,,0
254,"['Blaze', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,70,310,45,Chick Pokémon,40,1059860,45,Torchic,70,50,45,fire,,0
255,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,70,405,45,Young Fowl Pokémon,60,1059860,60,Combusken,85,60,55,fire,fighting,0
256,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,70,630,45,Blaze Pokémon,80,1059860,80,Blaziken,130,80,100,fire,fighting,0
257,"['Torrent', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,70,310,45,Mud Fish Pokémon,50,1059860,50,Mudkip,50,50,40,water,,0
258,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,70,405,45,Mud Fish Pokémon,70,1059860,70,Marshtomp,60,70,50,water,ground,0
259,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,70,635,45,Mud Fish Pokémon,110,1059860,100,Swampert,95,110,70,water,ground,0
260,"['Run Away', 'Quick Feet', 'Rattled']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,70,220,255,Bite Pokémon,35,1000000,35,Poochyena,30,30,35,dark,,0
261,"['Intimidate', 'Quick Feet', 'Moxie']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,70,420,127,Bite Pokémon,70,1000000,70,Mightyena,60,60,70,dark,,0
262,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,70,240,255,Tiny Racoon Pokémon,41,1000000,38,Zigzagoon,30,41,60,normal,,0
263,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,70,420,90,Rush Pokémon,61,1000000,78,Linoone,50,61,100,normal,,0
264,"['Shield Dust', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,70,195,255,Worm Pokémon,35,1000000,45,Wurmple,20,30,20,bug,,0
265,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,70,205,120,Cocoon Pokémon,55,1000000,50,Silcoon,25,25,15,bug,,0
266,"['Swarm', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,70,395,45,Butterfly Pokémon,50,1000000,60,Beautifly,100,50,65,bug,flying,0
267,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,70,205,120,Cocoon Pokémon,55,1000000,50,Cascoon,25,25,15,bug,,0
268,"['Shield Dust', 'Compoundeyes']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,70,385,45,Poison Moth Pokémon,70,1000000,60,Dustox,50,90,65,bug,poison,0
269,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,70,220,255,Water Weed Pokémon,30,1059860,40,Lotad,40,50,30,water,grass,0
270,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,70,340,120,Jolly Pokémon,50,1059860,60,Lombre,60,70,50,water,grass,0
271,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,70,480,45,Carefree Pokémon,70,1059860,80,Ludicolo,90,100,70,water,grass,0
272,"['Chlorophyll', 'Early Bird', 'Pickpocket']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,70,220,255,Acorn Pokémon,50,1059860,40,Seedot,30,30,30,grass,,0
273,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,70,340,120,Wily Pokémon,40,1059860,70,Nuzleaf,60,40,60,grass,dark,0
274,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,70,480,45,Wickid Pokémon,60,1059860,90,Shiftry,90,60,80,grass,dark,0
275,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,70,270,200,TinySwallow Pokémon,30,1059860,40,Taillow,30,30,85,normal,flying,0
276,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,70,455,45,Swallow Pokémon,60,1059860,60,Swellow,75,50,125,normal,flying,0
277,"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,70,270,190,Seagull Pokémon,30,1000000,40,Wingull,55,30,85,water,flying,0
278,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,70,440,45,Water Bird Pokémon,100,1000000,60,Pelipper,95,70,65,water,flying,0
279,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,35,198,235,Feeling Pokémon,25,1250000,28,Ralts,45,35,40,psychic,fairy,0
280,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,35,278,120,Emotion Pokémon,35,1250000,38,Kirlia,65,55,50,psychic,fairy,0
281,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,35,618,45,Embrace Pokémon,65,1250000,68,Gardevoir,165,135,100,psychic,fairy,0
282,"['Swift Swim', 'Rain Dish']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,70,269,200,Pond Skater Pokémon,32,1000000,40,Surskit,50,52,65,bug,water,0
283,"['Intimidate', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,70,454,75,Eyeball Pokémon,62,1000000,70,Masquerain,100,82,80,bug,flying,0
284,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,70,295,255,Mushroom Pokémon,60,1640000,60,Shroomish,40,60,35,grass,,0
285,"['Effect Spore', 'Poison Heal', 'Technician']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,70,460,90,Mushroom Pokémon,80,1640000,60,Breloom,60,60,70,grass,fighting,0
286,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,70,280,255,Slacker Pokémon,60,1250000,60,Slakoth,35,35,30,normal,,0
287,['Vital Spirit'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,440,120,Wild Monkey Pokémon,80,1250000,80,Vigoroth,55,55,90,normal,,0
